fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"2692",BR162     ,Roman Marching Camp NE of Maen Madog                                                                                                                  ,Roman,Marching Camp,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1789,"-3.56384631839852","51.8355792844964"
"2693",BR163     ,Round Barrow SW of Maen Llia                                                                                                                          ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1790,"-3.56492589482971","51.8588476021204"
"2694",BR169     ,Round Cairn NW of Blaen-Nedd Isaf                                                                                                                     ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1791,"-3.58648633688939","51.8199012685471"
"2695",BR168,Gwenddwr Deserted Village,Medieval,Deserted Rural Settlement,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1792,"-3.36627951850319","52.0813029859927"
"2696",BR171     ,Standing Stone N of Golden Grove                                                                                                                      ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1793,"-3.10525169283478","51.8537514670553"
"2697",BR172     ,"Churchyard Cross, St Issau's Church                                                                                                                   ",Medieval,Cross,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1794,"-3.04929260642101","51.8957124971524"
"2698",BR173,Pillow Mounds at Pant Mawr,Post Medieval/Modern,Pillow Mound,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1795,"-3.61688002208828","51.8078739641855"
"2699",BR170     ,Earthwork 675m W of Dan-y-Cefn                                                                                                                        ,Medieval,Ringwork,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1796,"-3.44311241944181","51.9327049178396"
"2700",BR180     ,Moated Site 670m NE of Lower Penwaun                                                                                                                  ,Medieval,Moated Site,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1797,"-3.33525063166631","51.979452764288"
"2701",BR182,Early Christian Inscribed Stone in Defynnog Church,Early Medieval,Inscribed Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1798,"-3.56506456648678","51.9393838459754"
"2702",BR183     ,Corn Drying Kiln 340m S of Cryn-Fryn                                                                                                                  ,Medieval,Corn Drying Kiln,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1799,"-3.50272999465425","52.2457521441994"
"2703",BR184     ,Round Cairn 130m E of Cryn-Fryn                                                                                                                       ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1800,"-3.50023432376998","52.2490975788153"
"2704",BR190     ,Coed Pentwyn Hillfort                                                                                                                                 ,Prehistoric,Hillfort,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1801,"-3.17186571814255","51.8388300973375"
"2705",BR191     ,Llandefaelog Fach Motte                                                                                                                               ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1802,"-3.40929074911041","51.9812178531207"
"2706",BR192     ,Castle Madoc Mound                                                                                                                                    ,Medieval,Motte,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1803,"-3.42302457183087","52.0219246491827"
"2707",BR193     ,Garden Earthworks at Old Gwernyfed                                                                                                                    ,Post Medieval/Modern,Garden,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1804,"-3.194154655082","52.0212390809499"
"2708",BR187     ,Llangynidr Deserted Medieval Village (part of)                                                                                                        ,Medieval,Deserted Medieval Village,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1805,"-3.2293379826222","51.8654908635705"
"2709",BR189     ,Fennifach Standing Stone                                                                                                                              ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1806,"-3.43172360147597","51.961417102411"
"2710",BR197     ,Enclosure W of Allt yr Esgair                                                                                                                         ,Prehistoric,Enclosure,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1807,"-3.27623470185085","51.9094724801804"
"2711",BR198,"Ynysgedwyn Colliery, Fan House",Post Medieval/Modern,Fan House,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1808,"-3.73884175627931","51.7860354941773"
"2712",BR199     ,Pont Gihirych                                                                                                                                         ,Post Medieval/Modern,Bridge,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1809,"-3.62015273565047","51.8781760833687"
"2713",BR200     ,The Scottish Pedlar Wayside Cross                                                                                                                     ,Medieval,Cross,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1810,"-3.1250242128334","52.0402718632767"
"2714",BR201,Lefel Fawr Coal Adit,Post Medieval/Modern,Coal Adit,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1811,"-3.71931213523313","51.798038791679"
"2715",BR206     ,Banc y Celyn Stone Circle                                                                                                                             ,Prehistoric,Stone Circle,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=1812,"-3.38606914313311","52.1071938179242"
